,movie_name,Directed by,Story by,Based on,Produced by,Starring,Music by,Productioncompany,Distributed by,Release dates,Running time,Country,Language,Budget,Box office,Narrated by,Cinematography,Release date,Written by,Edited by,Screenplay by,Countries,Productioncompanies
41,Darby O'Gill and the Little People,['Robert Stevenson'],,,"['Bill Anderson', 'Walt Disney']","['Albert Sharpe', 'Janet Munro', 'Sean Connery', ""Jimmy O'Dea"", 'Kieron Moore', 'Estelle Winwood', 'Walter Fitzgerald']",['Oliver Wallace'],['Walt Disney Productions'],['Buena Vista Distribution'],"['June\xa024,\xa01959\xa0(1959-06-24) (Dublin)[1]\nJune\xa026,\xa01959\xa0(1959-06-26) (Los Angeles)[1]', 'June\xa024,\xa01959\xa0(1959-06-24) (Dublin)[1]\nJune\xa026,\xa01959\xa0(1959-06-26) (Los Angeles)[1]']",['93 minutes'],['United States'],['English'],,"['Original release:$2.6 million (est. US/ Canada rentals)[2]1969 re-release:$2.3 million  (US/ Canada rentals)[3]', 'Original release:$2.6 million (est. US/ Canada rentals)[2]1969 re-release:$2.3 million  (US/ Canada rentals)[3]']",,['Winton Hoch'],,"['H. T. Kavanagh', 'Lawrence Edward Watkin']",['Stanley Johnson'],,,
42,Third Man on the Mountain,['Ken Annakin'],,['James Ramsey Ullman'],"['Bill Anderson', 'Walt Disney']","['Michael Rennie', 'James MacArthur', 'Janet Munro']",['William Alwyn'],['Walt Disney Productions'],['Buena Vista Distribution'],,['105 minutes'],['United States'],['English'],['$2 million[1]'],"['$1,700,000 (US/Canada rentals)[2]']",,['Harry Waxman'],"['\nNovember\xa010,\xa01959\xa0(1959-11-10)\n']",['Eleanore Griffin'],,,,
43,Toby Tyler or 10 Weeks with a Circus (film),['Charles Barton'],,"['Toby Tyler; or, Ten Weeks with a Circus', 'James Otis Kaler']",['Bill Walsh'],"['Kevin Corcoran', 'Henry Calvin', 'Gene Sheldon', 'Richard Eastham']","['Buddy Baker', 'Buddy Baker[1]']",['Walt Disney Productions'],['Buena Vista Distribution'],,['95 minutes'],['United States'],['English'],,"['$3,100,000 (US/Canada rentals)[3]']",,,"['Sarasota, FL', 'January 21, 1960 (Sarasota, FL)[2]']","['Lillie Hayward', 'Bill Walsh']",,,,
44,Kidnapped (1960 film),['Robert Stevenson'],,"['Kidnapped', 'Robert Louis Stevenson']",['Walt Disney'],"['Peter Finch', 'James MacArthur', 'Bernard Lee']",['Cedric Thorpe Davie'],['Walt Disney Productions'],['Buena Vista Distribution'],,['97 minutes'],['United States'],,,,,['Paul Beeson'],"['\nFebruary\xa024,\xa01960\xa0(1960-02-24)\n']",['Robert Stevenson'],['Gordon Stone'],,,
45,Pollyanna (1960 film),['David Swift'],,"['Pollyanna', 'Eleanor Porter']",['Walt Disney'],"['Jane Wyman', 'Richard Egan', 'Karl Malden', 'Nancy Olson', 'Adolphe Menjou', 'Donald Crisp', 'Agnes Moorehead', 'Kevin Corcoran', 'Hayley Mills']",['Paul Smith'],['Walt Disney Productions'],['Buena Vista Distribution'],,['134 minutes'],['United States'],['English'],['$2.5 million[1]'],['$3.75 million (US and Canadian rentals)[2]'],,['Russell Harlan'],"['May\xa019,\xa01960\xa0(1960-05-19)']",,['Frank Gross'],['David Swift'],,
46,Jungle Cat (film),['James Algar'],,,"['Ben Sharpsteen', 'Walt Disney']",,['Oliver Wallace'],['Walt Disney Productions'],['Buena Vista Distribution'],['Berlin'],['69 minutes'],['United States'],['English'],,['$2.3 million (US and Canadian rentals)[1]'],['Winston Hibler'],['Lloyd BeebeJames R. SimonHugh A. Wilmar'],,['James Algar'],['Norman R. Palmer'],,,
47,Ten Who Dared,['William Beaudine'],,['John Wesley Powell'],"['Walt Disney', 'James Algar']","['Brian Keith', 'John Beal', 'James Drury']",['Oliver Wallace'],['Walt Disney Productions'],['Buena Vista Distribution'],,['92 minutes'],['United States'],['English'],,,,['Gordon Avil'],"['\nNovember\xa01,\xa01960\xa0(1960-11-01)\n']",['Lawrence Edward Watkin'],"['Norman Palmer', 'Cotton Warburton']",,,
48,Swiss Family Robinson (1960 film),['Ken Annakin'],,"['The Swiss Family Robinson', 'Johann David Wyss']","['Bill Anderson', 'Walt Disney']","['John Mills', 'Dorothy McGuire', 'James MacArthur', 'Janet Munro', 'Sessue Hayakawa', 'Tommy Kirk', 'Kevin Corcoran', 'Cecil Parker', 'Milton Reid', 'Larry Taylor']",['William Alwyn'],"['Walt Disney Productions', 'Walt Disney Productions[1]']",['Buena Vista Distribution'],,['126 minutes'],['United States'],['English'],['$4 million'],['$40 million'],,['Harry Waxman'],"['\nDecember\xa021,\xa01960\xa0(1960-12-21)\n']",['Lowell S. Hawley'],['Peter Boita'],,,
49,One Hundred and One Dalmatians,"['Wolfgang Reitherman', 'Hamilton Luske', 'Clyde Geronimi']",['Bill Peet'],"['The Hundred and One Dalmatians', 'Dodie Smith']",['Walt Disney'],"['Rod Taylor', ""J. Pat O'Malley"", 'Betty Lou Gerson', 'Martha Wentworth', 'Ben Wright', 'David Frankham', 'Frederick Worlock']",['George Bruns'],['Walt Disney Productions'],['Buena Vista Distribution'],,['79 minutes'],['United States'],['English'],['$3.6 million[2]'],['$303 million[3]'],,,"['\nJanuary\xa025,\xa01961\xa0(1961-01-25)\n']",,"['\nRoy M. Brewer, Jr.\nDonald Halliday\n']","['Bill Peet', 'Bill Peet (uncredited)[1]']",,
50,The Absent-Minded Professor,['Robert Stevenson'],,['Samuel W. Taylor'],['Walt Disney'],"['Fred MacMurray', 'Nancy Olson', 'Keenan Wynn', 'Tommy Kirk', 'Leon Ames', 'Elliott Reid', 'Edward Andrews', 'Wally Brown', 'Alan Carney', 'Forrest Lewis', 'James Westerfield', 'Ed Wynn']",['George Bruns'],['Walt Disney Productions'],['Buena Vista Distribution'],,['97 minutes'],['United States'],['English'],,['$25.3 million[2]'],,['Edward Colman'],"['March 16, 1961[1]']",,['Cotton Warburton'],['Bill Walsh'],,
51,The Parent Trap (1961 film),['David Swift'],,"['Lottie and Lisa', 'Erich Kästner']",['Walt Disney'],"['Hayley Mills', ""Maureen O'Hara"", 'Brian Keith']","['Richard M. Sherman', 'Robert B. Sherman', 'Paul Smith']",['Walt Disney Productions'],['Buena Vista Distribution'],,['128 minutes'],['United States'],['English'],,['$25.1 million'],,['Lucien Ballard'],"['\nJune\xa021,\xa01961\xa0(1961-06-21)\n']",['David Swift'],['Philip W. Anderson'],,,
52,Nikki: Wild Dog of the North,"['Jack Couffer', 'Don Haldane']",['Don Haldane'],['James Oliver Curwood'],['Winston Hibler'],"['Jean Coutu', 'Émile Genest']",['Oliver Wallace'],['Walt Disney Productions'],['Buena Vista Distribution'],,['73 minutes'],,['English'],,['$2.1 million[1]'],,['William W. Bacon IIILloyd BeebeJack CoufferRay JewellDonald Wilder'],"['\nJuly\xa012,\xa01961\xa0(1961-07-12)\n']",,['Grant K. Smith'],"['Ralph Wright', 'Winston Hibler']",['United StatesCanada'],
53,Greyfriars Bobby (film),['Don Chaffey'],,"['Greyfriars Bobby', 'Eleanor Atkinson']",['Walt Disney'],"['Donald Crisp', 'Laurence Naismith', 'Alex Mackenzie', 'Kay Walsh']",['Francis Chagrin'],['Walt Disney Productions'],['Buena Vista Distribution'],,['91 minutes'],['United States'],['English'],,['$1.4 million[1]'],,['Paul Beeson'],"['\nJuly\xa017,\xa01961\xa0(1961-07-17)\n']",['Robert Westerby'],['Peter Tanner'],,,
54,Babes in Toyland (1961 film),['Jack Donohue'],,"['Babes in Toyland', 'Victor Herbert', 'Glen MacDonough']",['Walt Disney'],"['Ray Bolger', 'Tommy Sands', 'Annette', 'Ed Wynn', 'Tommy Kirk', 'Kevin Corcoran', 'Henry Calvin', 'Gene Sheldon']","['Victor Herbert', 'George Bruns', 'Mel Leven']",['Walt Disney Productions'],['Buena Vista Distribution'],,['105 minutes[1]'],['United States'],['English'],['$3 million[2]'],['$4.6 million (U.S./Canada rentals)[3]'],,['Edward Colman'],"['\nDecember\xa014,\xa01961\xa0(1961-12-14)\n']",,['Robert Stafford'],"['Lowell S. Hawley', 'Ward Kimball']",,
55,Moon Pilot,['James Neilson'],,['Robert Buckner'],['Walt Disney'],"['Tom Tryon', 'Brian Keith', ""Edmond O'Brien"", 'Dany Saval', 'Bob Sweeney', 'Kent Smith', 'Tommy Kirk']",['Paul J. Smith'],['Walt Disney Productions'],['Buena Vista Distribution'],,['98 minutes'],['United States'],['English'],,"['$3.5 million (US/Canada)[1][2]', '$3.5 million (US/Canada)[1][2]']",,['William Snyder'],"['April\xa05,\xa01962\xa0(1962-04-05)']",['Maurice Tombragel'],['Cotton Warburton'],,,
56,Bon Voyage! (1962 film),['James Neilson'],,['Joseph & Merrjane Hayes'],['Walt Disney'],"['Fred MacMurray', 'Jane Wyman', 'Michael Callan', 'Deborah Walley', 'Jessie Royce Landis', 'Tommy Kirk', 'Georgette Anys', 'Kevin Corcoran', 'Ivan Desny', 'Françoise Prévost']",['Paul Smith'],['Walt Disney Productions'],['Buena Vista Distribution'],,['130 minutes'],['United States'],['English'],['$3 million[1]'],['$5 million (rentals)[2]'],,['William Snyder'],"['\nMay\xa017,\xa01962\xa0(1962-05-17)\n']",,['Cotton Warburton'],['Bill Walsh'],,
57,Big Red (film),['Norman Tokar'],,,['Walt Disney'],"['Walter Pidgeon', 'Émile Genest']","['Richard M. Sherman', 'Robert B. Sherman', 'Oliver Wallace']",['Walt Disney Productions'],['Buena Vista Distribution'],,['89 minutes'],,['English'],,,,['Edward Colman'],"['\nJune\xa06,\xa01962\xa0(1962-06-06)\n']","['Jim Kjelgaard', 'Louis Pelletier']",['Grant K. Smith'],,['United StatesCanada'],
58,Almost Angels,['Steve Previn'],,,['Walt Disney'],,['Heinz Schreiter'],['Walt Disney Productions'],['Buena Vista Distribution'],,['93 minutes'],['United States'],['English'],,,,,"['September 26, 1962']","['Vernon Harris', 'Robert A. Stemmle']",,,,
59,The Legend of Lobo,"['James Algar', 'Jack Couffer']",,"['Lobo the King of Currumpaw', 'Ernest Thompson Seton']",['Walt Disney'],,"['Oliver Wallace', 'Richard M. Sherman', 'Robert B. Sherman', 'Sons of the Pioneers']",['Walt Disney Productions'],['Buena Vista Distribution'],,['67 minutes'],['United States'],['English'],,,['Rex Allen'],['Lloyd BeebeJack Couffer'],"['November\xa07,\xa01962\xa0(1962-11-07) (Los Angeles)[1]']",['Dwight Hauser and James Algar'],['Norman R. Palmer'],,,
60,In Search of the Castaways (film),['Robert Stevenson'],,"['In Search of the Castaways', 'Jules Verne']",['Walt Disney'],"['Maurice Chevalier', 'Hayley Mills', 'George Sanders', 'Wilfrid Hyde-White', 'Michael Anderson Jr.', 'Antonio Cifariello']","['Morton Gould', 'Van Cleave', 'Jack Shaindlin', 'Richard M. Sherman', 'Robert B. Sherman']",['Walt Disney Productions'],['Buena Vista Distribution'],"['\nNovember\xa014,\xa01962\xa0(1962-11-14) (London, premiere)\nDecember\xa019,\xa01962\xa0(1962-12-19) (US)\n']",['98 minutes'],['United States'],['English'],,"['$21,745,500[1]']",,['Paul Beeson'],,,['Gordon Stone'],['Lowell S. Hawley'],,
61,Son of Flubber,['Robert Stevenson'],,['Samuel W. Taylor'],['Walt Disney'],"['Fred MacMurray', 'Nancy Olson', 'Keenan Wynn', 'Tommy Kirk', 'Joanna Moore', 'Leon Ames', 'Elliott Reid', 'Edward Andrews', 'Ed Wynn', 'Charlie Ruggles', 'Ken Murray', 'William Demarest', 'Paul Lynde', 'Bob Sweeney']",['George Bruns'],['Walt Disney Productions'],['Buena Vista Distribution'],,['100 minutes'],['United States'],['English'],,['$22.1 million[1]'],,['Edward Colman'],"['\nJanuary\xa016,\xa01963\xa0(1963-01-16)\n']",,['Cotton Warburton'],"['Bill Walsh', 'Don DaGradi']",,
62,Miracle of the White Stallions,['Arthur Hiller'],,['Alois Podhajsky'],"['Ron Miller', 'Walt Disney']","['Robert Taylor', 'Lilli Palmer']",['Paul J. Smith'],['Walt Disney Productions'],['Buena Vista Distribution'],,['118 minutes'],['United States'],['English'],,"['$2,550,000 (US/ Canada)[1]']",,['Günther Anders'],"['\nMarch\xa029,\xa01963\xa0(1963-03-29) (U.S.)\n']","['Alois Podhajsky', 'AJ Carothers']",['Cotton Warburton'],,,
63,Savage Sam (film),['Norman Tokar'],,"['Savage Sam', 'Fred Gipson']",['Bill Anderson'],"['Brian Keith', 'Tommy Kirk', 'Marta Kristen', 'Kevin Corcoran', 'Dewey Martin', 'Jeff York', 'Rafael Campos']",['Oliver Wallace'],['Walt Disney Productions'],['Buena Vista Distribution'],,['103 minutes'],['United States'],['English'],,"['$3,000,000 (U.S./Canada)[1]']",,['Edward Colman'],"['\nJune\xa01,\xa01963\xa0(1963-06-01)\n']",['\nFred Gipson\nWilliam Turberg\n'],['Grant K. Smith'],,,
64,Summer Magic (film),['James Neilson'],,"[""Mother Carey's Chickens"", 'Kate Douglas Wiggin']","['Walt Disney', 'Ron Miller']","['Hayley Mills', 'Burl Ives', 'Dorothy McGuire', 'Deborah Walley', 'Eddie Hodges', 'Jimmy Mathers', 'Michael J. Pollard', 'Una Merkel']","['Richard M. Sherman', 'Robert B. Sherman', 'Buddy Baker']",['Walt Disney Productions'],['Buena Vista Distribution'],,['110 minutes'],['United States'],['English'],,"['$4,350,000 (US/ Canada rentals) [1]']",,['William Snyder'],"['\nJuly\xa07,\xa01963\xa0(1963-07-07)\n']",['Sally Benson'],['Robert Stafford'],,,
65,The Incredible Journey (film),['Fletcher Markle'],,"['The Incredible Journey', 'Sheila Burnford']",['Walt Disney'],"['Émile Genest', 'John Drainie']",['Oliver Wallace'],['Walt Disney Productions'],['Buena Vista Distribution'],,['80 min.'],,['English'],,['$4.2 million (US/Canada) (rentals)[1]'],['Rex Allen'],['Kenneth Peach'],"['November\xa020,\xa01963\xa0(1963-11-20)']",['James Algar'],['Norman R. Palmer'],,['United StatesCanada'],
66,The Sword in the Stone (1963 film),['Wolfgang Reitherman'],['Bill Peet'],"['The Sword in the Stone', 'T. H. White']",['Walt Disney'],"['Rickie Sorensen', 'Karl Swenson', 'Junius Matthews', 'Sebastian Cabot', 'Norman Alden', 'Martha Wentworth']",['George Bruns'],['Walt Disney Productions'],['Buena Vista Distribution'],"['\nDecember\xa012,\xa01963\xa0(1963-12-12) (London)\nDecember\xa025,\xa01963\xa0(1963-12-25) (United States)\n']",['79 minutes'],['United States'],['English'],['$3 million[1]'],['$22.2 million (United States and Canada)[2]'],,,,,['Donald Halliday'],,,
67,A Tiger Walks,['Norman Tokar'],,['Ian Niall'],['Bill Anderson'],"['Brian Keith', 'Vera Miles', 'Pamela Franklin', 'Sabu', 'Edward Andrews', 'Una Merkel', 'Peter Brown']",['Buddy Baker'],['Walt Disney Productions'],['Buena Vista Distribution'],,['91 minutes'],['United States'],['English'],,"['est. $1,600,000 (US/ Canada)[1]']",,['William E. Snyder'],"['\nMarch\xa012,\xa01964\xa0(1964-03-12)\n']",['Lowell S. Hawley'],['Grant K. Smith'],,,
68,The Missadventures of Merlin Jones,['Robert Stevenson'],['Bill Walsh'],,"['Walt Disney', 'Ron Miller']","['Tommy Kirk', 'Annette Funicello', 'Leon Ames', 'Stuart Erwin']",['Buddy Baker'],['Walt Disney Productions'],['Buena Vista Distribution'],,['91 minutes'],['United States'],['English'],,"['$4,000,000 (US/ Canada)[2]']",,['Edward Colman'],"['February\xa011,\xa01964\xa0(1964-02-11) (Los Angeles)[1]']",,['Cotton Warburton'],"['Tom August', 'Helen August']",,
69,The Three Lives of Thomasina,['Don Chaffey'],,"['Thomasina, the Cat Who Thought She Was God', 'Paul Gallico']","['Ron Miller', 'Walt Disney']","['Patrick McGoohan', 'Karen Dotrice', 'Susan Hampshire', 'Matthew Garber']",['Paul J. Smith'],['Walt Disney Productions'],['Buena Vista Distribution'],['New York City'],['97 minutes'],,,,"['$2,250,000 (US/ Canada)[1]']",['Elspeth March'],['Paul Beeson'],,['Robert Westerby'],['Gordon Stone'],,['United KingdomUnited States'],
70,The Moon-Spinners,['James Neilson'],,['Mary Stewart'],"['Walt Disney', 'Bill Anderson']","['Hayley Mills', 'Eli Wallach', 'Peter McEnery', 'Joan Greenwood', 'Irene Papas', 'Pola Negri']",['Ron Grainer'],['Walt Disney Productions'],['Buena Vista Distribution'],,['118 minutes'],,['English'],,"['est. $3,500,000 (US/ Canada)[1]']",,['Paul Beeson'],"['\nJuly\xa02,\xa01964\xa0(1964-07-02)\n']",,['Gordon Stone'],['Michael Dyne'],,
71,Mary Poppins (film),['Robert Stevenson'],,"['Mary Poppins', 'P. L. Travers']",['Walt Disney'],"['Julie Andrews', 'Dick Van Dyke', 'David Tomlinson', 'Glynis Johns', 'Hermione Baddeley', 'Karen Dotrice', 'Matthew Garber', 'Elsa Lanchester', 'Arthur Treacher', 'Reginald Owen', 'Ed Wynn']","['Richard M. Sherman', 'Robert B. Sherman']",['Walt Disney Productions'],"['Buena Vista Distribution Company, Inc.']","['August\xa027,\xa01964\xa0(1964-08-27) (Los Angeles)[3]\nSeptember\xa024,\xa01964\xa0(1964-09-24) (New York City)[3]', 'August\xa027,\xa01964\xa0(1964-08-27) (Los Angeles)[3]\nSeptember\xa024,\xa01964\xa0(1964-09-24) (New York City)[3]']",['139 minutes[4]'],['United States'],['English'],['$4.4–6\xa0million[5]'],['$103.1\xa0million[6]'],,['Edward Colman'],,,['Cotton Warburton'],"['Bill Walsh', 'Don DaGradi']",,
72,Those Calloways,['Norman Tokar'],,['Paul Annixter'],,"['Brian Keith', 'Vera Miles', 'Brandon deWilde', 'Walter Brennan', 'Ed Wynn', 'Linda Evans']",['Max Steiner'],['Walt Disney Productions'],['Buena Vista Distribution'],,['131 mins.'],['United States'],['English'],,"['$3,500,000 (US/ Canada rentals)[2]']",,['Edward Colman'],"['November 10, 1964[1]']",,['Grant K. Smith'],['Louis Pelletier'],,
73,Emil and the Detectives (1964 film),['Peter Tewksbury'],,"['Emil and the Detectives', 'Erich Kästner']",['Walt Disney'],"['Walter Slezak', 'Roger Mobley']",['Heinz Schreiter'],['Walt Disney Productions'],['Buena Vista Distribution'],,['92 minutes'],['United States'],['English'],,"['$1,275,000[1]']",,['Günther Senftleben'],"['\nDecember\xa018,\xa01964\xa0(1964-12-18)\n']",,['Thomas Stanford'],['A.J. Carothers'],,
74,The Monkey's Uncle,['Robert Stevenson'],,,"['Ron Miller', 'Walt Disney']","['Tommy Kirk', 'Annette Funicello', 'Leon Ames', 'Frank Faylen', ""Arthur O'Connell""]",['Buddy Baker'],['Walt Disney Productions'],['Buena Vista Distribution'],,['87 minutes'],['United States'],['English'],,"['$4,000,000 (US/Canada rentals)[2]']",,['Edward Colman'],"['August\xa018,\xa01965\xa0(1965-08-18) (Los Angeles)[1]']",['Tom August Helen August'],['Cotton Warburton'],,,
75,That Darn Cat!,['Robert Stevenson'],,['Undercover Cat'],"['Walt Disney', 'Ron W. Miller']","['Hayley Mills', 'Dean Jones', 'Dorothy Provine', 'Roddy McDowall', 'Neville Brand', 'Frank Gorshin']",['Robert F. Brunner'],['Walt Disney Productions'],['Buena Vista Distribution'],,['116 minutes'],['United States'],['English'],,"['$28,068,222[1]']",,['Edward Colman'],"['\nDecember\xa02,\xa01965\xa0(1965-12-02)\n']",,['Cotton Warburton'],"['Gordon Gordon', 'Mildred Gordon', 'Bill Walsh']",,
76,The Ugly Dachshund,['Norman Tokar'],,['Gladys Bronwyn Stern'],"['Walt Disney', 'Winston Hibler']","['Dean Jones', 'Suzanne Pleshette', 'Charlie Ruggles']",['George Bruns'],['Walt Disney Productions'],['Buena Vista Distribution'],"['\nFebruary\xa04,\xa01966\xa0(1966-02-04) (premiere)\nFebruary\xa016,\xa01966\xa0(1966-02-16) (United States)\n']",['93 minutes'],['United States'],['English'],,['$6.2 million (est. US/ Canada rentals)[1]'],,['Edward Colman'],,,['Robert Stafford'],['Albert Aley'],,
77,"Lt. Robin Crusoe, U.S.N.",['Byron Paul'],,"['Robinson Crusoe', 'Daniel Defoe']",['Ron W. Miller'],"['Dick Van Dyke', 'Nancy Kwan']",['Robert F. Brunner'],['Walt Disney Productions'],['Buena Vista Distribution'],"['June\xa029,\xa01966\xa0(1966-06-29) (Premiere)[1]\nJuly\xa029,\xa01966\xa0(1966-07-29) (U.S.)[1]', 'June\xa029,\xa01966\xa0(1966-06-29) (Premiere)[1]\nJuly\xa029,\xa01966\xa0(1966-07-29) (U.S.)[1]']",['114 minutes'],['United States'],['English'],,"['$22,565,634[2]']",,['William E. Snyder'],,"['Walt Disney', 'Don DaGradi', 'Bill Walsh']",['Cotton Warburton'],,,
78,The Fighting Prince of Donegal,"[""Michael O'Herlihy""]",,,['Walt Disney'],"['Peter McEnery', 'Susan Hampshire', 'Tom Adams']",['George Bruns'],['Walt Disney Productions'],['Buena Vista Distribution'],,['110 minutes'],,['English'],,,,['Arthur Ibbetson'],"['October 1, 1966']",['Robert Westerby'],['Peter Boita'],,['United Kingdom  United States'],
79,"Follow Me, Boys!",['Norman Tokar'],,['MacKinlay Kantor'],"['Walt Disney', 'Winston Hibler']","['Fred MacMurray', 'Vera Miles', 'Lillian Gish', 'Charles Ruggles', 'Elliott Reid', 'Kurt Russell', 'Luana Patten', 'Ken Murray']","['George Bruns', 'Richard M. Sherman', 'Robert B. Sherman']",['Walt Disney Productions'],['Buena Vista Distribution'],,['131 minutes'],['United States'],['English'],,"['$16,207,116[1]']",,['Clifford Stine'],"['\nDecember\xa01,\xa01966\xa0(1966-12-01)\n']",,['Robert Stafford'],['Louis Pelletier'],,
80,"Monkeys, Go Home!",['Andrew V. McLaglen'],,['The Monkeys by G.K. Wilkinson'],['Walt Disney'],"['Maurice Chevalier', 'Yvette Mimieux', 'Dean Jones']",['Robert F. Brunner'],['Walt Disney Productions'],['Buena Vista Distribution'],,['101 minutes'],['United States'],['English'],,"['$3,000,000 (US/ Canada)[2]']",,['William E. Snyder'],"['February\xa08,\xa01967\xa0(1967-02-08) (San Francisco)[1]']",,['Marsh Hendry'],['Maurice Tombragel'],,
81,The Adventures of Bullwhip Griffin,['James Neilson'],,"['By the Great Horn Spoon!', 'Sid Fleischman']","['Walt Disney', 'Walt Disney[1]']","['Roddy McDowall', 'Suzanne Pleshette', 'Karl Malden']","['Richard M. Sherman', 'Robert B. Sherman', 'Mel Leven', 'George Bruns']",['Walt Disney Productions'],['Buena Vista Distribution'],,['110 minutes'],['United States'],['English'],,"['$1,900,000 (US/ Canada)[2]']",,['Edward Colman'],"['\nJune\xa015,\xa01967\xa0(1967-06-15)\n']",,['Marsh Hendry'],['Lowell S. Hawley'],,
82,The Gnome-Mobile,['Robert Stevenson'],,['Upton Sinclair'],"['James Algar', 'Walt Disney']","['Walter Brennan', 'Tom Lowell', 'Matthew Garber', 'Karen Dotrice', 'Ed Wynn', 'Richard Deacon', 'Sean McClory']",['Buddy Baker'],['Walt Disney Productions'],['Buena Vista Distribution'],,['84 minutes'],['United States'],['English'],,"['$4,000,000 (US/ Canada)[2]']",,['Edward Colman'],"['July\xa012,\xa01967\xa0(1967-07-12)[1]']",['Ellis Kadison'],['Norman R. Palmer'],,,
